Lat, Lon, Ice_surf, Ice_base, Distance, X_coord, Y_coord
81.770243,-50.604147,42.5523,-153.1077,8158.31963,-87204.0462,-888713.324
81.770107,-50.604123,42.5537,-152.9463,8173.13005,-87205.1198,-888728.096
81.769973,-50.6041,42.569,-152.921,8187.72242,-87206.1876,-888742.649
81.76984,-50.604078,42.5666,-153.0234,8202.20559,-87207.2603,-888757.092
81.769706,-50.604056,42.5563,-153.4337,8216.79759,-87208.3436,-888771.644
81.769573,-50.604036,42.5587,-154.1913,8231.28005,-87209.4473,-888786.084
81.769439,-50.604015,42.5536,-154.5964,8245.8717,-87210.5461,-888800.634
81.769305,-50.603996,42.5512,-154.6888,8260.46268,-87211.6759,-888815.182
81.76917,-50.603976,42.5508,-154.6692,8275.16283,-87212.8008,-888829.839
81.769036,-50.603958,42.5539,-154.4961,8289.75351,-87213.9461,-888844.384
81.7689,-50.60394,42.5595,-154.3005,8304.56189,-87215.1127,-888859.147
81.768765,-50.603923,42.558,-153.722,8319.26113,-87216.2841,-888873.799
81.768631,-50.603906,42.5602,-153.5298,8333.85153,-87217.4449,-888888.343
81.768497,-50.603891,42.5653,-153.3447,8348.44139,-87218.6367,-888902.884
81.768363,-50.603876,42.5636,-153.3164,8363.03126,-87219.8285,-888917.426
81.768227,-50.603861,42.5541,-153.3459,8377.83884,-87221.0416,-888932.183
81.768093,-50.603848,42.5685,-153.3615,8392.42824,-87222.2644,-888946.721
81.767959,-50.603835,42.566,-153.374,8407.01765,-87223.4872,-888961.259
81.767825,-50.603823,42.5665,-153.4435,8421.60686,-87224.7255,-888975.796
81.767689,-50.603811,42.5596,-153.8904,8436.41378,-87225.9851,-888990.549
81.767555,-50.603801,42.556,-154.774,8451.00262,-87227.2544,-889005.083
81.76742,-50.603791,42.5653,-154.9947,8465.70032,-87228.5344,-889019.725
81.767286,-50.603782,42.5578,-155.1222,8480.28901,-87229.8193,-889034.257
81.76715,-50.603773,42.5629,-155.5271,8495.09542,-87231.1254,-889049.005
81.767016,-50.603766,42.5612,-155.8188,8509.68385,-87232.4413,-889063.534
81.766884,-50.603759,42.5527,-156.4373,8524.05456,-87233.7359,-889077.847
81.766751,-50.603753,42.5571,-156.6029,8538.53401,-87235.0566,-889092.266
81.766616,-50.603748,42.5543,-156.6057,8553.23111,-87236.4142,-889106.9
81.766481,-50.603744,42.5548,-156.6552,8567.92814,-87237.7872,-889121.533
81.766347,-50.60374,42.5583,-156.9117,8582.5163,-87239.1496,-889136.057
81.766213,-50.603737,42.555,-157.165,8597.10441,-87240.5276,-889150.58
81.766079,-50.603735,42.5649,-157.2051,8611.69248,-87241.921,-889165.101
81.765944,-50.603734,42.5581,-157.2019,8626.38939,-87243.3406,-889179.73
81.76581,-50.603734,42.5647,-157.1953,8640.97743,-87244.7651,-889194.248
81.765676,-50.603734,42.5747,-157.1753,8655.56547,-87246.1896,-889208.766
81.765541,-50.603735,42.6087,-157.1513,8670.26239,-87247.6402,-889223.391
81.765407,-50.603737,42.6458,-157.1742,8684.85047,-87249.0958,-889237.907
81.765273,-50.60374,42.6866,-157.3434,8699.43859,-87250.5668,-889252.42
81.765138,-50.603743,42.7313,-157.2987,8714.13559,-87252.0485,-889267.043
81.765004,-50.603747,42.7695,-157.0605,8728.72377,-87253.5351,-889281.555
81.76487,-50.603752,42.8115,-157.0185,8743.31204,-87255.0372,-889296.065
81.764736,-50.603757,42.8573,-157.3927,8757.9003,-87256.5393,-889310.576
81.764602,-50.603764,42.8868,-158.2232,8772.48877,-87258.0724,-889325.084
81.764467,-50.60377,42.9307,-158.3893,8787.186,-87259.6007,-889339.701
81.764332,-50.603778,42.9681,-158.1219,8801.88346,-87261.16,-889354.316
81.764198,-50.603786,43.0086,-156.9814,8816.47206,-87262.7087,-889368.822
81.764064,-50.603795,43.0527,-155.3373,8831.06081,-87264.2729,-889383.327
81.76393,-50.603805,43.1001,-154.0799,8845.64972,-87265.8526,-889397.83
81.763796,-50.603815,43.131,-155.319,8860.23862,-87267.4324,-889412.333
81.763662,-50.603826,43.165,-156.815,8874.82771,-87269.0276,-889426.835
81.763528,-50.603838,43.2122,-158.3178,8889.41699,-87270.6384,-889441.335
81.763391,-50.60385,43.2441,-159.8259,8904.33285,-87272.2811,-889456.16
81.763257,-50.603863,43.2873,-161.0427,8918.92234,-87273.9075,-889470.658
81.763123,-50.603877,43.3233,-161.2567,8933.51206,-87275.5494,-889485.155
81.762989,-50.603891,43.3721,-161.4079,8948.10179,-87277.1912,-889499.652
81.762855,-50.603905,43.4135,-162.1465,8962.69151,-87278.8331,-889514.15
81.762722,-50.60392,43.4476,-162.1324,8977.17263,-87280.4799,-889528.537
81.762588,-50.603936,43.4841,-161.4559,8991.76286,-87282.1528,-889543.031
81.762452,-50.603953,43.5441,-163.1959,9006.57107,-87283.8626,-889557.74
81.762318,-50.60397,43.5755,-170.4645,9021.16158,-87285.5511,-889572.232
81.762183,-50.603988,43.6104,-172.5296,9035.86123,-87287.2657,-889586.832
